   1.00000000000000000000000000000000                 1           4
   1.00000000000000000000000000000000                 2           5
   1.00000000000000000000000000000000                 3           6
 -2.959968054374479008123019292115895E-0004           4          10
 -2.959968054374479008123019292115895E-0004           5          11
 -2.959968054374479008123019292115895E-0004           6          12
  -1.00000000000000000000000000000000                 7          13
  -1.00000000000000000000000000000000                 7          14
  -1.00000000000000000000000000000000                 7          15
